Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR5 2QR,Yes,51.405798,0.103469,546402,169518,TQ464695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,53,6,E01000737,
BR5 2QS,Yes,51.407643,0.104891,546495,169726,TQ464697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",15,12,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,50,6,E01000729,
BR5 2QT,Yes,51.40723,0.104872,546495,169680,TQ464696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",25,18,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,51,6,E01000729,
BR5 2QU,Yes,51.40681,0.104738,546487,169633,TQ464696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",17,12,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,53,6,E01000729,
BR5 2QW,Yes,51.408533,0.105421,546529,169826,TQ465698,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",42,20,"Greater London","Bromley","Bromley 014C","Urban major conurbation",London,45,6,E01000735,
BR5 2QX,Yes,51.406277,0.101838,546287,169568,TQ462695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1997-06-01,,"","",56,22,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,58,6,E01000737,
BR5 2QY,Yes,51.40507,0.105981,546579,169442,TQ465694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",59,22,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,61,6,E01000729,
BR5 2QZ,Yes,51.405261,0.106363,546605,169464,TQ466694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",49,22,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,61,6,E01000729,
BR5 2RA,Yes,51.404519,0.105078,546518,169379,TQ465693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",12,4,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,60,6,E01000729,
BR5 2RB,Yes,51.40367,0.106276,546604,169287,TQ466692,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",1,1,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,63,6,E01000729,
BR5 2RD,Yes,51.404124,0.105578,546554,169336,TQ465693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",97,39,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,62,6,E01000729,
BR5 2RE,Yes,51.406646,0.105349,546530,169616,TQ465696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",69,28,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,55,6,E01000729,
BR5 2RF,Yes,51.405387,0.105305,546531,169476,TQ465694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",80,31,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,59,6,E01000729,
BR5 2RG,Yes,51.403974,0.104881,546506,169318,TQ465693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",29,8,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,62,6,E01000729,
BR5 2RH,Yes,51.407488,0.102023,546296,169703,TQ462697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1996-06-01,,"","",134,50,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,53,6,E01000737,
BR5 2RJ,Yes,51.404592,0.100035,546167,169377,TQ461693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",54,30,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,62,6,E01000737,
BR5 2RL,Yes,51.406023,0.096952,545948,169530,TQ459695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",42,19,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,63,6,E01000736,
BR5 2RN,Yes,51.406277,0.097351,545975,169559,TQ459695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",31,11,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,62,6,E01000736,
BR5 2RP,Yes,51.407598,0.097872,546007,169707,TQ460697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",48,17,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,57,6,E01000736,
BR5 2RQ,Yes,51.403644,0.10524,546532,169282,TQ465692,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",43,14,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,64,6,E01000729,
BR5 2RR,Yes,51.407277,0.098231,546033,169672,TQ460696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",53,22,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,56,6,E01000737,
BR5 2RS,Yes,51.406212,0.098441,546051,169554,TQ460695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",82,34,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,60,6,E01000737,
BR5 2RT,Yes,51.406821,0.09857,546058,169622,TQ460696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",25,13,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,58,6,E01000737,
BR5 2RU,Yes,51.407706,0.099401,546113,169722,TQ461697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",59,24,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,54,6,E01000736,
BR5 2RW,Yes,51.405048,0.099668,546140,169427,TQ461694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",36,22,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,63,6,E01000737,
BR5 2RX,Yes,51.406796,0.100467,546190,169623,TQ461696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",80,25,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,58,6,E01000737,
BR5 2RY,Yes,51.405519,0.100466,546194,169481,TQ461694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",97,34,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,61,6,E01000737,
BR5 2RZ,Yes,51.408112,0.103302,546383,169775,TQ463697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1996-06-01,,"","",33,11,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,48,6,E01000737,
BR5 2SA,Yes,51.405696,0.099165,546103,169498,TQ461694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",50,21,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,62,6,E01000737,
BR5 2SB,Yes,51.406044,0.098807,546077,169536,TQ460695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",15,8,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,61,6,E01000737,
BR5 2SD,Yes,51.404184,0.099729,546147,169331,TQ461693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",58,27,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,63,6,E01000736,
BR5 2SE,Yes,51.40415,0.10059,546207,169329,TQ462693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",14,12,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,62,6,E01000736,
BR5 2SF,Yes,51.403843,0.100145,546177,169294,TQ461692,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",12,11,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,63,6,E01000736,
BR5 2SG,Yes,51.404214,0.098005,546027,169331,TQ460693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",99,31,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,65,6,E01000736,
BR5 2SH,Yes,51.405691,0.09488,545805,169489,TQ458694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",62,24,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,72,6,E01000736,
BR5 2SJ,Yes,51.405838,0.096224,545898,169508,TQ458695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",44,21,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,66,6,E01000736,
BR5 2SL,Yes,51.405509,0.09654,545921,169472,TQ459694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",53,25,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,65,6,E01000736,
BR5 2SN,Yes,51.404764,0.097972,546023,169392,TQ460693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",26,18,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,64,6,E01000736,
BR5 2SP,Yes,51.401378,0.090643,545524,169001,TQ455690,"Greater London","Bromley","Chislehurst", E09000006,E05000111,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",6,3,"Greater London","Bromley","Bromley 010B","Urban major conurbation",London,94,6,E01000698,
BR5 2SQ,Yes,51.404679,0.096186,545899,169379,TQ458693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",73,35,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,68,6,E01000736,
BR5 2SR,Yes,51.403371,0.089843,545462,169221,TQ454692,"Greater London","Bromley","Chislehurst", E09000006,E05000111,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",95,33,"Greater London","Bromley","Bromley 010B","Urban major conurbation",London,93,6,E01000698,
BR5 2SS,Yes,51.405853,0.094399,545771,169506,TQ457695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",78,26,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,74,6,E01000736,
BR5 2ST,Yes,51.407308,0.099038,546089,169677,TQ460696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",24,9,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,56,6,E01000736,
BR5 2SU,Yes,51.406445,0.093477,545705,169570,TQ457695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",56,22,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,75,6,E01000736,
BR5 2SW,Yes,51.404546,0.09756,545995,169367,TQ459693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",12,11,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,65,6,E01000736,
BR5 2SX,Yes,51.387346,0.092864,545723,167445,TQ457674,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1994-05-01,,"","",12,5,"Greater London","Bromley","Bromley 028B","Urban major conurbation",London,86,5,E01000734,
BR5 2SY,Yes,51.408682,0.098626,546056,169829,TQ460698,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",85,27,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,56,6,E01000736,
BR5 2SZ,Yes,51.408195,0.098676,546061,169775,TQ460697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",108,39,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,54,6,E01000736,
BR5 2TD,Yes,51.405822,0.091105,545542,169496,TQ455694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",57,22,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,83,6,E01000736,
BR5 2TE,Yes,51.40617,0.089711,545444,169532,TQ454695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",94,35,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,85,6,E01000736,
BR5 2TF,Yes,51.406752,0.091363,545557,169600,TQ455696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",114,41,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,79,6,E01000736,
BR5 2TG,Yes,51.406976,0.093933,545735,169630,TQ457696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",94,32,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,71,6,E01000736,
BR5 2TH,Yes,51.407879,0.095757,545859,169734,TQ458697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",42,16,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,64,6,E01000736,
BR5 2TJ,Yes,51.408032,0.095261,545824,169750,TQ458697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",94,33,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,66,6,E01000736,
BR5 2TL,Yes,51.404038,0.101332,546259,169318,TQ462693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1986-04-01,,"","",66,14,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,60,6,E01000737,
BR5 2TN,Yes,51.396996,0.111835,547012,168556,TQ470685,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 014B","Urban major conurbation",London,44,6,E01000730,
BR5 2TP,Yes,51.389221,0.106144,546641,167680,TQ466676,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 023A","Urban major conurbation",London,55,6,E01000722,
BR5 2TQ,Yes,51.406704,0.093057,545675,169598,TQ456695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",23,13,"Greater London","Bromley","Bromley 010C","Urban major conurbation",London,75,6,E01000736,
BR5 2TR,Yes,51.405001,0.101794,546288,169426,TQ462694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1998-12-01,,"","",35,26,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,58,6,E01000737,
BR5 2TX,Yes,51.376829,0.099138,546193,166288,TQ461662,"Greater London","Bromley","Orpington", E09000006,E05000122,England,E11000009,"Orpington",1994-05-01,,"","",,,"Greater London","Bromley","Bromley 028C","Urban major conurbation",London,62,6,E01000790,
BR5 2TZ,Yes,51.403892,0.10193,546301,169303,TQ463693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1983-07-01,,"","",11,10,"Greater London","Bromley","Bromley 010D","Urban major conurbation",London,60,6,E01000737,
BR5 2UB,Yes,51.392699,0.10777,546743,168070,TQ467680,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2005-09-01,,"","",,,"Greater London","Bromley","Bromley 023A","Urban major conurbation",London,49,6,E01000722,
BR5 2WQ,Yes,51.376829,0.099138,546193,166288,TQ461662,"Greater London","Bromley","Orpington", E09000006,E05000122,England,E11000009,"Orpington",2006-01-01,,"","",,,"Greater London","Bromley","Bromley 028C","Urban major conurbation",London,62,6,E01000790,
BR5 2YQ,Yes,51.376829,0.099138,546193,166288,TQ461662,"Greater London","Bromley","Orpington", E09000006,E05000122,England,E11000009,"Orpington",2002-06-01,,"","",,,"Greater London","Bromley","Bromley 028C","Urban major conurbation",London,62,6,E01000790,
BR5 3AA,Yes,51.39398,0.108059,546759,168213,TQ467682,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",2016-03-01,,"","",,,"Greater London","Bromley","Bromley 023A","Urban major conurbation",London,54,6,E01000722,
BR5 3AD,Yes,51.408348,0.111179,546930,169817,TQ469698,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1998-06-01,,"","",29,13,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,36,6,E01000738,
BR5 3AE,Yes,51.400794,0.1127,547060,168980,TQ470689,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",67,28,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,42,6,E01000738,
BR5 3AF,Yes,51.40387,0.112698,547050,169322,TQ470693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",88,36,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,39,6,E01000738,
BR5 3AG,Yes,51.404186,0.113618,547113,169359,TQ471693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",56,27,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,37,6,E01000738,
BR5 3AH,Yes,51.400038,0.110221,546890,168891,TQ468688,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",51,15,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,45,6,E01000739,
BR5 3AJ,Yes,51.40117,0.111797,546996,169020,TQ469690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",25,15,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,43,6,E01000738,
BR5 3AL,Yes,51.401581,0.111413,546968,169065,TQ469690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",74,27,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,44,6,E01000738,
BR5 3AN,Yes,51.401332,0.108785,546786,169032,TQ467690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",97,33,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,50,6,E01000739,
BR5 3AP,Yes,51.401702,0.109737,546851,169075,TQ468690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",108,40,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,47,6,E01000738,
BR5 3AQ,Yes,51.401847,0.113625,547121,169099,TQ471690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",50,20,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,40,6,E01000738,
BR5 3AR,Yes,51.40075,0.110656,546918,168971,TQ469689,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",121,48,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,45,6,E01000738,
BR5 3AS,Yes,51.399865,0.11086,546935,168873,TQ469688,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",39,27,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,44,6,E01000738,
BR5 3AT,Yes,51.399872,0.107942,546732,168868,TQ467688,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",24,7,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,49,6,E01000739,
BR5 3AU,Yes,51.399991,0.107343,546690,168880,TQ466688,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",17,12,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,51,6,E01000739,
BR5 3AW,Yes,51.401269,0.108293,546752,169024,TQ467690,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",89,33,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,51,6,E01000739,
BR5 3AX,Yes,51.399512,0.109003,546807,168830,TQ468688,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",68,24,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,46,6,E01000739,
BR5 3AY,Yes,51.404412,0.111041,546933,169379,TQ469693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",79,37,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,41,6,E01000738,
BR5 3AZ,Yes,51.404457,0.110554,546899,169383,TQ468693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",86,34,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,42,6,E01000738,
BR5 3BA,Yes,51.400189,0.108848,546794,168905,TQ467689,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",102,33,"Greater London","Bromley","Bromley 014E","Urban major conurbation",London,47,6,E01000739,
BR5 3BB,Yes,51.402207,0.114131,547155,169140,TQ471691,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",,,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,39,6,E01000738,
BR5 3BE,Yes,51.407619,0.105724,546553,169725,TQ465697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",26,21,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,50,6,E01000729,
BR5 3BF,Yes,51.408258,0.109722,546829,169804,TQ468698,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",2000-06-01,,"","",29,24,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,39,6,E01000738,
BR5 3BG,Yes,51.408249,0.106688,546618,169797,TQ466697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",91,38,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,46,6,E01000729,
BR5 3BH,Yes,51.407817,0.109213,546795,169754,TQ467697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",61,27,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,42,6,E01000738,
BR5 3BJ,Yes,51.406805,0.109483,546817,169642,TQ468696,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",38,20,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,43,6,E01000729,
BR5 3BN,Yes,51.406156,0.108605,546758,169568,TQ467695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",84,43,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,47,6,E01000729,
BR5 3BP,Yes,51.405867,0.111165,546937,169541,TQ469695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",79,28,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,39,6,E01000738,
BR5 3BQ,Yes,51.407616,0.107895,546704,169729,TQ467697,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",31,13,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,45,6,E01000729,
BR5 3BS,Yes,51.403712,0.10947,546826,169298,TQ468692,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",61,20,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,48,6,E01000738,
BR5 3BT,Yes,51.404491,0.109635,546835,169385,TQ468693,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",57,18,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,45,6,E01000738,
BR5 3BU,Yes,51.405446,0.109578,546828,169491,TQ468694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",67,27,"Greater London","Bromley","Bromley 014D","Urban major conurbation",London,44,6,E01000738,
BR5 3BW,Yes,51.406185,0.110978,546923,169576,TQ469695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",77,29,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,40,6,E01000729,
BR5 3BX,Yes,51.404824,0.108126,546729,169419,TQ467694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",68,35,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,53,6,E01000729,
BR5 3BY,Yes,51.404673,0.107027,546653,169400,TQ466694,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",71,23,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,61,6,E01000729,
BR5 3BZ,Yes,51.406308,0.106642,546621,169581,TQ466695,"Greater London","Bromley","Cray Valley West", E09000006,E05000115,England,E11000009,"Bromley and Chislehurst",1980-01-01,,"","",62,22,"Greater London","Bromley","Bromley 014A","Urban major conurbation",London,57,6,E01000729,
